,ID УУ,Адрес,Полный адрес,Округ,UNOM,Группа,№ ОДС,Адрес ОДС,Потребитель (или УК),ЦТП
94,192055841,"13-я Парковая ул., д. 8/25","город Москва, 13-я Парковая улица, дом 8/25",ВАО,18831,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/041
95,785471263,"14-я Парковая ул., д. 3","город Москва, 14-я Парковая улица, дом 3",ВАО,18886,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
96,368763221,"14-я Парковая ул., д. 3А","город Москва, 14-я Парковая улица, дом 3А",ВАО,18887,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
97,785471577,"14-я Парковая ул., д. 4","город Москва, 14-я Парковая улица, дом 4",ВАО,18888,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/093
98,53157732,"14-я Парковая ул., д. 4А","город Москва, 14-я Парковая улица, дом 4А",ВАО,2500494,Бюджет,,,ГБПОУ ЭТК № 22,04-07-0604/093
99,15990655628,"14-я Парковая ул., д. 4Б","город Москва, 14-я Парковая улица, дом 4Б",ВАО,2115881,Бюджет,,,ГБПОУ ЭТК № 22,04-07-0604/093
100,368757835,"14-я Парковая ул., д. 5","город Москва, 14-я Парковая улица, дом 5",ВАО,18890,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/057
101,785472039,"15-я Парковая ул., д. 1/123, к. 2","город Москва, 15-я Парковая улица, дом 1/123, корпус 2",ВАО,18892,МКД,ОДС №3-Восточное Измайлово,"город Москва, Первомайская улица, дом 106","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/194
102,785470585,"15-я Парковая ул., д. 16, к. 1","город Москва, 15-я Парковая улица, дом 16, корпус 1",ВАО,18897,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/098
103,785470563,"15-я Парковая ул., д. 16, к. 2","город Москва, 15-я Парковая улица, дом 16, корпус 2",ВАО,18898,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/098
104,376603190,"15-я Парковая ул., д. 16, к. 3","город Москва, 15-я Парковая улица, дом 16, корпус 3",ВАО,18899,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/098
105,185092890,"15-я Парковая ул., д. 18, к. 1","город Москва, 15-я Парковая улица, дом 18, корпус 1",ВАО,18900,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/098
106,161722252,"15-я Парковая ул., д. 18, к. 2","город Москва, 15-я Парковая улица, дом 18, корпус 2",ВАО,250025,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/098
107,162374429,"15-я Парковая ул., д. 19","город Москва, 15-я Парковая улица, дом 19",ВАО,19223,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/040
108,137812574,"15-я Парковая ул., д. 20","город Москва, 15-я Парковая улица, дом 20",ВАО,8647,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/090
109,42242188,"15-я Парковая ул., д. 22","город Москва, 15-я Парковая улица, дом 22",ВАО,2601171,Бюджет,,,ГБОУ Школа № 1811,04-03-0604/207
110,8011034469,"15-я Парковая ул., д. 23","город Москва, 15-я Парковая улица, дом 23",ВАО,18904,МКД,ОДС №2-Восточное Измайлово,"город Москва, Средняя Первомайская улица, дом 44","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/040
111,148084579,"15-я Парковая ул., д. 24, к. 1","город Москва, 15-я Парковая улица, дом 24, корпус 1",ВАО,18905,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/144
112,785470259,"15-я Парковая ул., д. 24, к. 2","город Москва, 15-я Парковая улица, дом 24, корпус 2",ВАО,18906,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0601/040
113,1071238,"15-я Парковая ул., д. 24А","город Москва, 15-я Парковая улица, дом 24А",ВАО,2116264,Бюджет,,,ГБОУ Школа № 734,04-07-0601/040
114,192266438,"15-я Парковая ул., д. 26, к. 1","город Москва, 15-я Парковая улица, дом 26, корпус 1",ВАО,18907,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/144
115,148106394,"15-я Парковая ул., д. 26, к. 2","город Москва, 15-я Парковая улица, дом 26, корпус 2",ВАО,18908,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/144
116,369641855,"15-я Парковая ул., д. 26, к. 3","город Москва, 15-я Парковая улица, дом 26, корпус 3",ВАО,18909,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/144
117,168822139,"15-я Парковая ул., д. 26, к. 4","город Москва, 15-я Парковая улица, дом 26, корпус 4",ВАО,18910,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/144
118,350009073,"15-я Парковая ул., д. 28","город Москва, 15-я Парковая улица, дом 28",ВАО,18911,МКД,ОДС №1-Восточное Измайлово,"город Москва, 15-я Парковая улица, дом 26, корпус 4","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/154
119,368769678,"15-я Парковая ул., д. 29, к. 1","город Москва, 15-я Парковая улица, дом 29, корпус 1",ВАО,18912,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/027
120,138757963,"15-я Парковая ул., д. 29, к. 2","город Москва, 15-я Парковая улица, дом 29, корпус 2",ВАО,18913,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/027
121,368777238,"15-я Парковая ул., д. 29, к. 3","город Москва, 15-я Парковая улица, дом 29, корпус 3",ВАО,18914,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/027
122,180434508,"15-я Парковая ул., д. 29, к. 4","город Москва, 15-я Парковая улица, дом 29, корпус 4",ВАО,18915,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/027
123,259134624,"15-я Парковая ул., д. 29, к. 5","город Москва, 15-я Парковая улица, дом 29, корпус 5",ВАО,18916,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/027
124,142914985,"15-я Парковая ул., д. 31А","город Москва, 15-я Парковая улица, дом 31А",ВАО,2600928,Бюджет,,,ГБОУ Школа № 1811,04-07-0604/107
125,176740113,"15-я Парковая ул., д. 33, к. 1","город Москва, 15-я Парковая улица, дом 33, корпус 1",ВАО,18917,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/026
126,145880569,"15-я Парковая ул., д. 33, к. 2","город Москва, 15-я Парковая улица, дом 33, корпус 2",ВАО,18918,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/026
127,259950040,"15-я Парковая ул., д. 33, к. 3","город Москва, 15-я Парковая улица, дом 33, корпус 3",ВАО,18919,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/026
128,193238782,"15-я Парковая ул., д. 33, к. 4","город Москва, 15-я Парковая улица, дом 33, корпус 4",ВАО,18920,МКД,ОДС №5-Восточное Измайлово,"город Москва, 13-я Парковая улица, дом 21","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО""",04-07-0604/026
